"","INDEX","P_TARGET_FLAG","P_TARGET_AMT"
"1196",5775,"0",844
"1197",5776,"0",932
"1198",5778,"0",609
"1199",5786,"0",2315
"1200",5787,"0",1919
"1201",5791,"0",1933
"1202",5794,"0",2000
"1203",5803,"0",931
"1204",5804,"0",1532
"1205",5808,"0",1489
"1206",5810,"0",544
"1207",5813,"1",2288
"1208",5828,"0",1261
"1209",5839,"1",4542
"1210",5842,"0",1269
"1211",5843,"0",427
"1212",5844,"0",1464
"1213",5847,"1",3207
"1214",5851,"0",1295
"1215",5854,"0",2060
"1216",5857,"0",467
"1217",5866,"1",2452
"1218",5874,"0",1426
"1219",5886,"0",834
"1220",5895,"0",963
"1221",5897,"0",648
"1222",5898,"0",1314
"1223",5900,"1",3512
"1224",5902,"1",1782
"1225",5908,"1",1785
"1226",5909,"0",662
"1227",5912,"0",315
"1228",5913,"0",452
"1229",5917,"0",1593
"1230",5918,"0",3580
"1231",5921,"0",818
"1232",5931,"0",1407
"1233",5942,"1",1583
"1234",5943,"1",2608
"1235",5950,"0",248
"1236",5954,"0",283
"1237",5983,"0",141
"1238",5995,"1",3510
"1239",6002,"0",1311
"1240",6005,"0",554
"1241",6009,"0",1351
"1242",6011,"0",1026
"1243",6012,"0",641
"1244",6019,"0",594
"1245",6021,"0",1959
"1246",6029,"1",3533
"1247",6036,"0",2046
"1248",6037,"0",318
"1249",6038,"0",122
"1250",6043,"0",655
"1251",6045,"0",829
"1252",6047,"1",2626
"1253",6048,"0",179
"1254",6061,"0",1573
"1255",6063,"0",1081
"1256",6064,"0",803
"1257",6068,"1",3383
"1258",6069,"0",360
"1259",6070,"0",2108
"1260",6071,"0",1300
"1261",6074,"0",1173
"1262",6079,"0",1023
"1263",6082,"0",186
"1264",6088,"1",4226
"1265",6094,"0",1021
"1266",6095,"0",1823
"1267",6098,"0",1654
"1268",6102,"0",768
"1269",6105,"0",1623
"1270",6113,"0",470
"1271",6116,"0",2105
"1272",6120,"0",1473
"1273",6121,"0",1089
"1274",6126,"0",1652
"1275",6144,"0",1022
"1276",6145,"0",711
"1277",6153,"0",3311
"1278",6156,"0",486
"1279",6159,"1",1401
"1280",6162,"0",1884
"1281",6184,"0",1817
"1282",6188,"0",1325
"1283",6189,"0",1669
"1284",6191,"0",1654
"1285",6211,"1",3161
"1286",6216,"0",1033
"1287",6218,"1",2121
"1288",6222,"0",1795
"1289",6235,"0",1490
"1290",6245,"0",713
"1291",6248,"0",2438
"1292",6253,"0",1730
"1293",6256,"0",699
"1294",6257,"0",1570
"1295",6259,"1",3086
"1296",6266,"0",2345
"1297",6268,"0",1472
"1298",6275,"0",1341
"1299",6280,"1",2906
"1300",6283,"0",2224
"1301",6288,"0",545
"1302",6289,"0",739
"1303",6301,"0",866
"1304",6308,"0",427
"1305",6314,"0",349
"1306",6315,"0",928
"1307",6316,"1",3409
"1308",6317,"0",2501
"1309",6318,"0",296
"1310",6323,"1",2120
"1311",6329,"0",2629
"1312",6336,"0",1090
"1313",6341,"1",4064
"1314",6348,"0",1345
"1315",6349,"0",669
"1316",6365,"0",342
"1317",6372,"0",1664
"1318",6376,"0",994
"1319",6378,"0",214
"1320",6379,"1",2883
"1321",6382,"0",893
"1322",6383,"0",2449
"1323",6389,"1",2409
"1324",6390,"0",676
"1325",6392,"0",1057
"1326",6394,"0",2266
"1327",6402,"0",551
"1328",6404,"0",1102
"1329",6405,"0",604
"1330",6406,"0",1637
"1331",6409,"0",390
"1332",6410,"0",1033
"1333",6411,"0",788
"1334",6421,"0",640
"1335",6428,"0",2011
"1336",6429,"0",1254
"1337",6432,"0",661
"1338",6436,"0",142
"1339",6437,"0",1403
"1340",6438,"0",1038
"1341",6445,"0",1282
"1342",6447,"0",2140
"1343",6450,"0",629
"1344",6462,"0",964
"1345",6467,"1",4119
"1346",6478,"0",132
"1347",6484,"0",820
"1348",6492,"0",1428
"1349",6497,"0",331
"1350",6504,"0",1085
"1351",6505,"0",966
"1352",6513,"1",3154
"1353",6525,"0",1384
"1354",6526,"0",1178
"1355",6528,"0",1209
"1356",6540,"0",459
"1357",6542,"0",868
"1358",6544,"1",1594
"1359",6548,"0",462
"1360",6552,"0",1252
"1361",6558,"0",366
"1362",6567,"0",281
"1363",6569,"1",2059
"1364",6572,"0",370
"1365",6577,"0",335
"1366",6581,"0",783
"1367",6588,"1",1995
"1368",6591,"1",3226
"1369",6594,"0",1504
"1370",6600,"0",2199
"1371",6602,"0",1811
"1372",6604,"0",937
"1373",6605,"0",276
"1374",6614,"0",1437
"1375",6616,"0",1175
"1376",6621,"0",1764
"1377",6640,"0",1452
"1378",6641,"0",3337
"1379",6643,"0",587
"1380",6644,"0",2266
"1381",6649,"1",3618
"1382",6650,"1",2512
"1383",6655,"0",2342
"1384",6661,"0",898
"1385",6672,"0",1720
"1386",6677,"0",913
"1387",6688,"0",445
"1388",6689,"0",449
"1389",6691,"0",479
"1390",6692,"0",1731
"1391",6694,"1",2588
"1392",6702,"1",2289
"1393",6714,"0",871
"1394",6716,"1",2503
"1395",6724,"0",1091
"1396",6725,"0",538
"1397",6730,"0",1137
"1398",6735,"0",1933
"1399",6738,"1",2068
"1400",6739,"0",1675
"1401",6743,"0",1274
"1402",6747,"0",274
"1403",6750,"1",3417
"1404",6751,"1",2565
"1405",6753,"0",2559
"1406",6754,"0",2442
"1407",6755,"0",1463
"1408",6762,"0",1199
"1409",6764,"0",1060
"1410",6772,"1",3559
"1411",6774,"0",639
"1412",6787,"0",1261
"1413",6789,"0",504
"1414",6793,"0",2004
"1415",6798,"0",1409
"1416",6799,"0",563
"1417",6800,"0",207
"1418",6802,"0",378
"1419",6808,"0",2098
"1420",6809,"0",1638
"1421",6812,"0",353
"1422",6814,"1",3258
"1423",6816,"1",2749
"1424",6822,"0",1948
"1425",6829,"1",2781
"1426",6834,"1",4001
"1427",6836,"0",614
"1428",6839,"0",1469
"1429",6840,"0",1551
"1430",6843,"0",999
"1431",6846,"0",1109
"1432",6848,"0",1076
"1433",6852,"0",535
"1434",6856,"0",1130
"1435",6860,"0",716
"1436",6866,"1",2210
"1437",6870,"0",1542
"1438",6878,"1",2207
"1439",6880,"0",1519
"1440",6885,"0",658
"1441",6897,"0",842
"1442",6902,"1",3112
"1443",6904,"0",2011
"1444",6907,"0",145
"1445",6909,"0",1570
"1446",6914,"1",2232
"1447",6915,"0",2086
"1448",6922,"1",1957
"1449",6924,"0",776
"1450",6933,"0",436
"1451",6934,"0",1147
"1452",6941,"0",1259
"1453",6957,"0",1369
"1454",6960,"0",557
"1455",6969,"0",489
"1456",6975,"0",594
"1457",6980,"1",2585
"1458",6983,"0",771
"1459",6987,"0",647
"1460",6994,"0",564
"1461",6997,"0",406
"1462",7002,"0",428
"1463",7010,"0",1401
"1464",7015,"0",1286
"1465",7019,"1",2423
"1466",7022,"0",1664
"1467",7025,"0",396
"1468",7029,"0",438
"1469",7031,"0",587
"1470",7037,"0",2488
"1471",7038,"0",1698
"1472",7043,"0",265
"1473",7049,"0",580
"1474",7052,"0",954
"1475",7053,"0",1171
"1476",7056,"0",201
"1477",7057,"1",2341
"1478",7080,"0",1259
"1479",7086,"0",2698
"1480",7087,"0",602
"1481",7105,"1",1627
"1482",7108,"0",736
"1483",7121,"0",1874
"1484",7122,"0",863
"1485",7125,"0",1670
"1486",7132,"0",1786
"1487",7134,"0",794
"1488",7151,"0",1282
"1489",7152,"1",2919
"1490",7157,"0",940
"1491",7159,"0",877
"1492",7166,"1",3142
"1493",7167,"0",488
"1494",7177,"0",672
"1495",7179,"0",3261
"1496",7181,"0",1957
"1497",7183,"0",625
"1498",7186,"0",383
"1499",7193,"0",1020
"1500",7205,"0",449
"1501",7207,"0",817
"1502",7209,"0",1550
"1503",7216,"0",1436
"1504",7232,"1",2790
"1505",7235,"0",1838
"1506",7238,"0",1350
"1507",7240,"0",2544
"1508",7243,"0",1594
"1509",7252,"0",1712
"1510",7269,"0",2297
"1511",7275,"0",456
"1512",7281,"0",1221
"1513",7283,"0",630
"1514",7287,"0",1493
"1515",7289,"0",2455
"1516",7291,"0",1779
"1517",7294,"0",442
"1518",7304,"1",1828
"1519",7308,"0",1858
"1520",7313,"0",713
"1521",7319,"0",2429
"1522",7325,"0",739
"1523",7326,"0",583
"1524",7330,"0",1321
"1525",7332,"0",468
"1526",7337,"0",1484
"1527",7341,"0",965
"1528",7346,"0",1767
"1529",7353,"1",2724
"1530",7354,"1",2701
"1531",7361,"0",2098
"1532",7366,"0",2770
"1533",7368,"0",1148
"1534",7372,"0",364
"1535",7375,"0",2166
"1536",7377,"0",1986
"1537",7380,"0",684
"1538",7382,"0",2869
"1539",7385,"1",2494
"1540",7392,"1",3865
"1541",7395,"0",386
"1542",7397,"0",1624
"1543",7403,"0",395
"1544",7406,"0",2694
"1545",7409,"1",2390
"1546",7410,"0",1246
"1547",7412,"0",298
"1548",7419,"0",1504
"1549",7425,"0",622
"1550",7435,"0",1149
"1551",7438,"0",1458
"1552",7440,"0",1213
"1553",7447,"0",1820
"1554",7449,"0",2153
"1555",7456,"0",1081
"1556",7464,"0",716
"1557",7478,"0",1768
"1558",7480,"0",458
"1559",7481,"0",1967
"1560",7483,"0",961
"1561",7484,"0",541
"1562",7491,"1",1825
"1563",7494,"0",1765
"1564",7501,"0",2689
"1565",7503,"1",4024
"1566",7509,"0",973
"1567",7517,"0",518
"1568",7518,"0",1138
"1569",7519,"0",1914
"1570",7521,"0",2388
"1571",7522,"0",2215
"1572",7536,"0",1961
"1573",7539,"0",510
"1574",7547,"0",2276
"1575",7549,"0",331
"1576",7552,"1",2716
"1577",7554,"0",1742
"1578",7556,"0",1871
"1579",7564,"0",979
"1580",7566,"0",1086
"1581",7570,"0",1326
"1582",7571,"0",600
"1583",7572,"0",1151
"1584",7575,"0",525
"1585",7586,"0",272
"1586",7589,"0",654
"1587",7590,"0",575
"1588",7597,"0",748
"1589",7602,"0",253
"1590",7604,"0",1380
"1591",7605,"1",1848
"1592",7612,"1",4605
"1593",7615,"0",848
"1594",7617,"0",1337
"1595",7624,"0",788
"1596",7632,"0",1193
"1597",7639,"0",1667
"1598",7642,"0",1115
"1599",7643,"0",712
"1600",7649,"0",1547
"1601",7650,"0",1858
"1602",7653,"0",1912
"1603",7654,"0",1887
"1604",7657,"0",2373
"1605",7662,"0",1409
"1606",7669,"1",3294
"1607",7671,"0",538
"1608",7675,"0",556
"1609",7678,"0",1567
"1610",7682,"1",2961
"1611",7688,"0",2312
"1612",7689,"0",1234
"1613",7690,"0",528
"1614",7692,"0",2788
"1615",7699,"0",1866
"1616",7705,"1",2704
"1617",7712,"0",1156
"1618",7726,"1",2439
"1619",7728,"0",1178
"1620",7735,"0",1485
"1621",7737,"1",2954
"1622",7739,"0",844
"1623",7743,"0",2765
"1624",7744,"0",2020
"1625",7746,"0",1616
"1626",7749,"0",1292
"1627",7750,"0",1476
"1628",7752,"0",1097
"1629",7755,"0",729
"1630",7756,"1",3704
"1631",7762,"0",1567
"1632",7764,"1",2361
"1633",7769,"0",772
"1634",7770,"0",1684
"1635",7776,"0",1009
"1636",7778,"0",2099
"1637",7784,"0",2041
"1638",7786,"0",1195
"1639",7789,"0",696
"1640",7793,"0",1521
"1641",7794,"0",358
"1642",7804,"0",1303
"1643",7811,"0",724
"1644",7813,"0",1387
"1645",7815,"0",1573
"1646",7817,"0",403
"1647",7818,"0",4696
"1648",7821,"0",1073
"1649",7825,"0",202
"1650",7830,"1",1431
"1651",7832,"0",799
"1652",7835,"0",401
"1653",7839,"0",1357
"1654",7842,"0",266
"1655",7849,"1",2511
"1656",7856,"1",2482
"1657",7857,"0",157
"1658",7863,"0",741
"1659",7866,"0",864
"1660",7871,"0",594
"1661",7875,"1",1950
"1662",7882,"1",3954
"1663",7887,"0",2414
"1664",7888,"1",2832
"1665",7891,"1",3507
"1666",7895,"0",694
"1667",7901,"0",1115
"1668",7906,"0",917
"1669",7908,"1",3185
"1670",7917,"0",920
"1671",7924,"1",2180
"1672",7948,"1",2459
"1673",7950,"1",3593
"1674",7955,"0",747
"1675",7957,"0",267
"1676",7959,"0",1717
"1677",7967,"0",372
"1678",7969,"0",1393
"1679",7971,"0",1736
"1680",7974,"1",1690
"1681",7976,"0",317
"1682",7986,"1",2750
"1683",7987,"1",2635
"1684",7993,"0",1841
"1685",7996,"0",1791
"1686",7998,"0",990
"1687",8018,"0",484
"1688",8019,"0",2155
"1689",8027,"0",458
"1690",8036,"0",290
"1691",8040,"0",385
"1692",8044,"0",1502
"1693",8050,"0",1524
"1694",8052,"0",2764
"1695",8054,"0",2086
"1696",8057,"1",2678
"1697",8058,"0",488
"1698",8059,"1",2500
"1699",8066,"1",4431
"1700",8070,"0",1496
"1701",8072,"0",2481
"1702",8078,"0",464
"1703",8079,"0",2076
"1704",8080,"0",1865
"1705",8081,"0",584
"1706",8088,"0",557
"1707",8091,"1",2653
"1708",8094,"0",1307
"1709",8095,"1",3305
"1710",8099,"0",306
"1711",8101,"0",2777
"1712",8102,"0",823
"1713",8116,"0",2141
"1714",8125,"0",1036
"1715",8134,"0",2571
"1716",8139,"0",220
"1717",8141,"0",1701
"1718",8147,"0",794
"1719",8158,"0",1886
"1720",8160,"0",618
"1721",8165,"0",1823
"1722",8187,"0",1523
"1723",8205,"0",1442
"1724",8209,"0",2524
"1725",8211,"0",1753
"1726",8232,"0",325
"1727",8236,"0",877
"1728",8237,"0",1691
"1729",8238,"1",2773
"1730",8245,"0",1903
"1731",8256,"0",1525
"1732",8268,"0",214
"1733",8269,"0",248
"1734",8270,"0",1553
"1735",8286,"0",892
"1736",8289,"0",929
"1737",8301,"0",1933
"1738",8305,"0",566
"1739",8310,"0",2771
"1740",8312,"0",598
"1741",8318,"1",3693
"1742",8321,"0",981
"1743",8328,"0",346
"1744",8331,"0",382
"1745",8334,"0",1576
"1746",8344,"0",890
"1747",8345,"0",967
"1748",8352,"0",1756
"1749",8358,"1",1466
"1750",8359,"1",2036
"1751",8360,"0",879
"1752",8365,"0",1719
"1753",8366,"0",622
"1754",8369,"0",2453
"1755",8373,"0",703
"1756",8378,"0",1222
"1757",8392,"0",1223
"1758",8397,"1",1855
"1759",8399,"0",1033
"1760",8400,"0",1642
"1761",8405,"0",3079
"1762",8406,"0",583
"1763",8410,"0",915
"1764",8413,"0",1246
"1765",8414,"0",1607
"1766",8416,"1",2899
"1767",8426,"0",772
"1768",8434,"0",1464
"1769",8439,"0",681
"1770",8440,"0",1789
"1771",8475,"0",463
"1772",8480,"0",1228
"1773",8497,"0",2108
"1774",8499,"1",3649
"1775",8500,"0",2129
"1776",8501,"0",535
"1777",8502,"0",2648
"1778",8518,"0",2453
"1779",8520,"1",2241
"1780",8523,"0",2345
"1781",8525,"0",711
"1782",8532,"0",356
"1783",8535,"0",3453
"1784",8543,"0",1710
"1785",8554,"0",1505
"1786",8560,"0",957
"1787",8561,"0",1451
"1788",8563,"0",951
"1789",8566,"1",3548
"1790",8570,"0",2332
"1791",8572,"0",1337
"1792",8582,"0",1126
"1793",8583,"0",2058
"1794",8587,"0",2099
"1795",8592,"0",1629
"1796",8593,"0",1846
"1797",8607,"0",1123
"1798",8609,"0",2293
"1799",8610,"0",1141
"1800",8614,"0",2896
"1801",8616,"1",1652
"1802",8622,"0",3025
"1803",8623,"0",1105
"1804",8624,"0",1435
"1805",8633,"0",1753
"1806",8641,"0",1480
"1807",8644,"1",3783
"1808",8649,"0",2048
"1809",8653,"0",358
"1810",8657,"0",670
"1811",8658,"0",1083
"1812",8663,"0",424
"1813",8672,"1",3249
"1814",8680,"0",1166
"1815",8684,"1",2071
"1816",8687,"0",516
"1817",8688,"0",731
"1818",8690,"0",1640
"1819",8712,"0",2086
"1820",8717,"0",1425
"1821",8730,"0",475
"1822",8739,"0",1504
"1823",8744,"0",833
"1824",8747,"0",2899
"1825",8748,"0",942
"1826",8751,"1",2932
"1827",8758,"0",1635
"1828",8761,"1",1986
"1829",8763,"0",551
"1830",8764,"0",2594
"1831",8765,"0",1068
"1832",8773,"0",589
"1833",8780,"0",584
"1834",8781,"0",771
"1835",8782,"0",1899
"1836",8785,"0",781
"1837",8786,"0",1366
"1838",8797,"1",3783
"1839",8799,"0",407
"1840",8807,"1",2828
"1841",8816,"0",902
"1842",8817,"0",1293
"1843",8826,"0",3395
"1844",8833,"0",826
"1845",8834,"0",365
"1846",8835,"0",534
"1847",8840,"0",948
"1848",8843,"0",348
"1849",8849,"0",1249
"1850",8855,"0",1462
"1851",8861,"0",699
"1852",8862,"0",1216
"1853",8865,"0",805
"1854",8868,"0",883
"1855",8870,"0",287
"1856",8880,"0",1333
"1857",8885,"0",509
"1858",8894,"0",1230
"1859",8895,"0",399
"1860",8899,"0",1246
"1861",8912,"0",2252
"1862",8922,"0",529
"1863",8924,"0",664
"1864",8928,"0",1746
"1865",8932,"0",1818
"1866",8943,"0",1146
"1867",8945,"0",787
"1868",8946,"0",952
"1869",8954,"0",1612
"1870",8958,"0",2153
"1871",8960,"1",2755
"1872",8965,"0",1935
"1873",8966,"0",873
"1874",8967,"0",796
"1875",8969,"0",1473
"1876",8980,"0",1316
"1877",8984,"0",448
"1878",8985,"0",2846
"1879",8988,"0",2477
"1880",8989,"0",1489
"1881",8995,"0",1399
"1882",9004,"0",1091
"1883",9010,"0",176
"1884",9012,"0",1425
"1885",9018,"0",1866
"1886",9036,"1",1467
"1887",9037,"0",829
"1888",9040,"0",1083
"1889",9041,"0",1425
"1890",9044,"1",2590
"1891",9045,"0",526
"1892",9047,"1",2415
"1893",9049,"0",503
"1894",9061,"0",286
"1895",9062,"0",1022
"1896",9076,"0",1324
"1897",9079,"0",1414
"1898",9081,"0",1161
"1899",9082,"0",978
"1900",9089,"1",2104
"1901",9092,"0",1278
"1902",9094,"0",3899
"1903",9115,"0",488
"1904",9117,"0",1655
"1905",9118,"0",1657
"1906",9120,"0",711
"1907",9124,"0",479
"1908",9128,"0",1601
"1909",9135,"0",1550
"1910",9136,"1",3989
"1911",9138,"0",2494
"1912",9157,"0",1561
"1913",9176,"0",227
"1914",9183,"0",767
"1915",9187,"0",1526
"1916",9188,"0",1846
"1917",9190,"0",1308
"1918",9197,"0",707
"1919",9200,"0",1024
"1920",9201,"0",846
"1921",9203,"0",503
"1922",9212,"1",1953
"1923",9213,"0",583
"1924",9214,"0",1633
"1925",9217,"0",1088
"1926",9219,"0",231
"1927",9220,"0",1376
"1928",9221,"0",1878
"1929",9237,"0",373
"1930",9240,"0",1372
"1931",9241,"0",750
"1932",9248,"0",1673
"1933",9253,"1",2569
"1934",9259,"0",2399
"1935",9267,"0",509
"1936",9271,"1",2154
"1937",9273,"0",1188
"1938",9285,"0",74
"1939",9290,"0",789
"1940",9291,"0",1088
"1941",9293,"0",728
"1942",9294,"0",240
"1943",9301,"0",954
"1944",9302,"0",671
"1945",9312,"0",1024
"1946",9316,"0",2345
"1947",9319,"0",2692
"1948",9328,"0",200
"1949",9331,"1",2493
"1950",9338,"0",862
"1951",9350,"0",1866
"1952",9356,"0",579
"1953",9359,"0",2386
"1954",9362,"0",865
"1955",9364,"0",528
"1956",9370,"0",2068
"1957",9380,"0",1981
"1958",9386,"0",894
"1959",9394,"0",1379
"1960",9407,"0",2456
"1961",9411,"1",2571
"1962",9422,"0",2482
"1963",9423,"0",1097
"1964",9429,"0",1293
"1965",9433,"0",1480
"1966",9439,"0",857
"1967",9451,"0",1330
"1968",9452,"0",2559
"1969",9453,"0",368
"1970",9460,"0",803
"1971",9465,"0",1127
"1972",9470,"0",675
"1973",9476,"1",2147
"1974",9485,"1",2485
"1975",9486,"0",337
"1976",9488,"0",1089
"1977",9507,"0",139
"1978",9508,"0",3500
"1979",9517,"0",1893
"1980",9521,"0",1193
"1981",9528,"0",1045
"1982",9532,"0",1304
"1983",9536,"0",592
"1984",9540,"0",2030
"1985",9542,"0",1560
"1986",9546,"0",742
"1987",9548,"0",900
"1988",9549,"0",677
"1989",9554,"0",933
"1990",9555,"1",2807
"1991",9558,"0",823
"1992",9573,"1",2566
"1993",9575,"1",2597
"1994",9584,"0",1957
"1995",9586,"0",1304
"1996",9588,"0",1598
"1997",9591,"1",1254
"1998",9592,"1",3350
"1999",9597,"1",2726
"2000",9600,"0",1630
"2001",9603,"0",1838
"2002",9605,"0",1296
"2003",9614,"0",2354
"2004",9616,"0",1146
"2005",9622,"1",3203
"2006",9624,"0",861
"2007",9629,"1",3507
"2008",9633,"0",332
"2009",9640,"0",1677
"2010",9644,"0",1820
"2011",9645,"1",2004
"2012",9646,"0",473
"2013",9648,"1",3469
"2014",9649,"0",373
"2015",9660,"0",1754
"2016",9664,"0",1925
"2017",9675,"0",153
"2018",9679,"0",2745
"2019",9680,"0",2160
"2020",9682,"0",1417
"2021",9697,"0",559
"2022",9701,"0",691
"2023",9704,"1",2712
"2024",9705,"0",2096
"2025",9707,"0",813
"2026",9714,"0",387
"2027",9718,"0",869
"2028",9722,"0",1122
"2029",9739,"0",903
"2030",9747,"1",2626
"2031",9751,"0",1014
"2032",9757,"0",595
"2033",9759,"0",622
"2034",9760,"0",645
"2035",9764,"1",2263
"2036",9776,"0",2145
"2037",9778,"0",869
"2038",9786,"0",641
"2039",9803,"1",2122
"2040",9804,"0",1276
"2041",9815,"0",627
"2042",9824,"0",297
"2043",9825,"0",693
"2044",9826,"0",2029
"2045",9827,"0",387
"2046",9833,"0",538
"2047",9835,"0",598
"2048",9860,"0",1246
"2049",9865,"0",1461
"2050",9871,"0",1103
"2051",9874,"0",751
"2052",9880,"0",1775
"2053",9882,"0",1890
"2054",9885,"0",1196
"2055",9888,"1",3060
"2056",9892,"0",408
"2057",9893,"0",2312
"2058",9896,"0",2108
"2059",9902,"0",788
"2060",9906,"0",1552
"2061",9910,"0",992
"2062",9914,"0",1662
"2063",9918,"1",2597
"2064",9920,"0",1505
"2065",9926,"0",1663
"2066",9931,"0",1009
"2067",9935,"0",2611
"2068",9945,"1",2518
"2069",9953,"0",1799
"2070",9957,"0",428
"2071",9963,"0",343
"2072",9972,"0",978
"2073",9976,"1",2256
"2074",9979,"0",1478
"2075",9980,"0",655
"2076",9982,"0",431
"2077",9991,"1",2913
"2078",10000,"0",1326
"2079",10003,"0",1449
"2080",10005,"1",3659
"2081",10014,"0",284
"2082",10032,"0",2296
"2083",10034,"0",1458
"2084",10041,"0",761
"2085",10042,"0",751
"2086",10044,"0",931
"2087",10045,"0",1467
"2088",10054,"0",3062
"2089",10061,"0",411
"2090",10062,"1",1416
"2091",10073,"0",902
"2092",10081,"0",454
"2093",10084,"1",2657
"2094",10086,"0",1206
"2095",10093,"0",2006
"2096",10101,"1",2915
"2097",10105,"0",1516
"2098",10110,"0",1820
"2099",10113,"1",3293
"2100",10115,"0",2421
"2101",10119,"1",2360
"2102",10121,"1",2077
"2103",10124,"1",4384
"2104",10126,"0",2180
"2105",10127,"0",855
"2106",10145,"0",1407
"2107",10147,"1",2332
"2108",10148,"0",477
"2109",10162,"1",1827
"2110",10163,"0",1969
"2111",10166,"1",2505
"2112",10172,"0",1442
"2113",10173,"0",2456
"2114",10175,"0",657
"2115",10180,"0",639
"2116",10186,"0",172
"2117",10192,"0",2239
"2118",10199,"0",2009
"2119",10209,"1",4264
"2120",10210,"0",709
"2121",10214,"0",756
"2122",10215,"0",2132
"2123",10216,"1",3370
"2124",10232,"0",1614
"2125",10239,"0",1391
"2126",10249,"0",959
"2127",10253,"1",2470
"2128",10255,"0",1692
"2129",10262,"0",880
"2130",10264,"0",496
"2131",10266,"0",783
"2132",10268,"0",665
"2133",10271,"0",1500
"2134",10272,"0",1764
"2135",10276,"0",1140
"2136",10277,"0",188
"2137",10279,"0",2324
"2138",10281,"0",542
"2139",10285,"0",264
"2140",10294,"0",1223
"2141",10300,"0",980
