"","INDEX","P_TARGET_FLAG"
"1380",6644,"0"
"1381",6649,"1"
"1382",6650,"1"
"1383",6655,"1"
"1384",6661,"0"
"1385",6672,"1"
"1386",6677,"0"
"1387",6688,"1"
"1388",6689,"0"
"1389",6691,"0"
"1390",6692,"1"
"1391",6694,"1"
"1392",6702,"1"
"1393",6714,"1"
"1394",6716,"1"
"1395",6724,"1"
"1396",6725,"0"
"1397",6730,"1"
"1398",6735,"1"
"1399",6738,"1"
"1400",6739,"1"
"1401",6743,"1"
"1402",6747,"0"
"1403",6750,"1"
"1404",6751,"1"
"1405",6753,"1"
"1406",6754,"1"
"1407",6755,"0"
"1408",6762,"1"
"1409",6764,"0"
"1410",6772,"1"
"1411",6774,"0"
"1412",6787,"1"
"1413",6789,"1"
"1414",6793,"1"
"1415",6798,"1"
"1416",6799,"0"
"1417",6800,"0"
"1418",6802,"0"
"1419",6808,"1"
"1420",6809,"0"
"1421",6812,"0"
"1422",6814,"1"
"1423",6816,"1"
"1424",6822,"1"
"1425",6829,"1"
"1426",6834,"1"
"1427",6836,"1"
"1428",6839,"1"
"1429",6840,"0"
"1430",6843,"0"
"1431",6846,"1"
"1432",6848,"0"
"1433",6852,"0"
"1434",6856,"0"
"1435",6860,"0"
"1436",6866,"0"
"1437",6870,"0"
"1438",6878,"1"
"1439",6880,"1"
"1440",6885,"1"
"1441",6897,"0"
"1442",6902,"1"
"1443",6904,"1"
"1444",6907,"0"
"1445",6909,"0"
"1446",6914,"1"
"1447",6915,"1"
"1448",6922,"1"
"1449",6924,"1"
"1450",6933,"0"
"1451",6934,"0"
"1452",6941,"1"
"1453",6957,"0"
"1454",6960,"1"
"1455",6969,"0"
"1456",6975,"0"
"1457",6980,"1"
"1458",6983,"0"
"1459",6987,"1"
"1460",6994,"0"
"1461",6997,"0"
"1462",7002,"0"
"1463",7010,"0"
"1464",7015,"1"
"1465",7019,"1"
"1466",7022,"1"
"1467",7025,"1"
"1468",7029,"0"
"1469",7031,"1"
"1470",7037,"1"
"1471",7038,"1"
"1472",7043,"0"
"1473",7049,"0"
"1474",7052,"1"
"1475",7053,"1"
"1476",7056,"0"
"1477",7057,"1"
"1478",7080,"1"
"1479",7086,"1"
"1480",7087,"1"
"1481",7105,"1"
"1482",7108,"0"
"1483",7121,"1"
"1484",7122,"1"
"1485",7125,"1"
"1486",7132,"1"
"1487",7134,"1"
"1488",7151,"1"
"1489",7152,"1"
"1490",7157,"0"
"1491",7159,"1"
"1492",7166,"1"
"1493",7167,"0"
"1494",7177,"1"
"1495",7179,"1"
"1496",7181,"1"
"1497",7183,"1"
"1498",7186,"0"
"1499",7193,"0"
"1500",7205,"0"
"1501",7207,"0"
"1502",7209,"1"
"1503",7216,"0"
"1504",7232,"1"
"1505",7235,"1"
"1506",7238,"1"
"1507",7240,"1"
"1508",7243,"0"
"1509",7252,"1"
"1510",7269,"1"
"1511",7275,"1"
"1512",7281,"1"
"1513",7283,"1"
"1514",7287,"0"
"1515",7289,"1"
"1516",7291,"1"
"1517",7294,"1"
"1518",7304,"1"
"1519",7308,"1"
"1520",7313,"1"
"1521",7319,"1"
"1522",7325,"0"
"1523",7326,"0"
"1524",7330,"1"
"1525",7332,"0"
"1526",7337,"1"
"1527",7341,"1"
"1528",7346,"1"
"1529",7353,"1"
"1530",7354,"1"
"1531",7361,"0"
"1532",7366,"1"
"1533",7368,"0"
"1534",7372,"0"
"1535",7375,"1"
"1536",7377,"1"
"1537",7380,"0"
"1538",7382,"1"
"1539",7385,"1"
"1540",7392,"1"
"1541",7395,"1"
"1542",7397,"0"
"1543",7403,"0"
"1544",7406,"1"
"1545",7409,"1"
"1546",7410,"1"
"1547",7412,"0"
"1548",7419,"1"
"1549",7425,"0"
"1550",7435,"1"
"1551",7438,"1"
"1552",7440,"0"
"1553",7447,"1"
"1554",7449,"1"
"1555",7456,"0"
"1556",7464,"0"
"1557",7478,"1"
"1558",7480,"0"
"1559",7481,"1"
"1560",7483,"1"
"1561",7484,"1"
"1562",7491,"1"
"1563",7494,"1"
"1564",7501,"1"
"1565",7503,"1"
"1566",7509,"0"
"1567",7517,"0"
"1568",7518,"1"
"1569",7519,"1"
"1570",7521,"1"
"1571",7522,"1"
"1572",7536,"1"
"1573",7539,"0"
"1574",7547,"1"
"1575",7549,"0"
"1576",7552,"1"
"1577",7554,"0"
"1578",7556,"1"
"1579",7564,"0"
"1580",7566,"1"
"1581",7570,"1"
"1582",7571,"0"
"1583",7572,"0"
"1584",7575,"0"
"1585",7586,"0"
"1586",7589,"0"
"1587",7590,"0"
"1588",7597,"1"
"1589",7602,"0"
"1590",7604,"1"
"1591",7605,"1"
"1592",7612,"1"
"1593",7615,"1"
"1594",7617,"0"
"1595",7624,"1"
"1596",7632,"1"
"1597",7639,"1"
"1598",7642,"1"
"1599",7643,"1"
"1600",7649,"0"
"1601",7650,"1"
"1602",7653,"1"
"1603",7654,"1"
"1604",7657,"1"
"1605",7662,"1"
"1606",7669,"1"
"1607",7671,"0"
"1608",7675,"0"
"1609",7678,"1"
"1610",7682,"1"
"1611",7688,"1"
"1612",7689,"1"
"1613",7690,"1"
"1614",7692,"0"
"1615",7699,"1"
"1616",7705,"1"
"1617",7712,"1"
"1618",7726,"1"
"1619",7728,"0"
"1620",7735,"1"
"1621",7737,"1"
"1622",7739,"1"
"1623",7743,"1"
"1624",7744,"1"
"1625",7746,"1"
"1626",7749,"1"
"1627",7750,"1"
"1628",7752,"1"
"1629",7755,"1"
"1630",7756,"1"
"1631",7762,"1"
"1632",7764,"1"
"1633",7769,"1"
"1634",7770,"1"
"1635",7776,"0"
"1636",7778,"1"
"1637",7784,"1"
"1638",7786,"1"
"1639",7789,"0"
"1640",7793,"1"
"1641",7794,"0"
"1642",7804,"0"
"1643",7811,"0"
"1644",7813,"0"
"1645",7815,"1"
"1646",7817,"0"
"1647",7818,"1"
"1648",7821,"1"
"1649",7825,"0"
"1650",7830,"0"
"1651",7832,"0"
"1652",7835,"1"
"1653",7839,"1"
"1654",7842,"0"
"1655",7849,"1"
"1656",7856,"1"
"1657",7857,"0"
"1658",7863,"0"
"1659",7866,"0"
"1660",7871,"1"
"1661",7875,"1"
"1662",7882,"1"
"1663",7887,"1"
"1664",7888,"1"
"1665",7891,"1"
"1666",7895,"0"
"1667",7901,"1"
"1668",7906,"1"
"1669",7908,"1"
"1670",7917,"0"
"1671",7924,"1"
"1672",7948,"1"
"1673",7950,"1"
"1674",7955,"0"
"1675",7957,"0"
"1676",7959,"1"
"1677",7967,"0"
"1678",7969,"1"
"1679",7971,"1"
"1680",7974,"1"
"1681",7976,"0"
"1682",7986,"1"
"1683",7987,"1"
"1684",7993,"1"
"1685",7996,"1"
"1686",7998,"1"
"1687",8018,"1"
"1688",8019,"0"
"1689",8027,"0"
"1690",8036,"0"
"1691",8040,"0"
"1692",8044,"1"
"1693",8050,"1"
"1694",8052,"1"
"1695",8054,"1"
"1696",8057,"1"
"1697",8058,"0"
"1698",8059,"1"
"1699",8066,"1"
"1700",8070,"0"
"1701",8072,"1"
"1702",8078,"1"
"1703",8079,"1"
"1704",8080,"1"
"1705",8081,"0"
"1706",8088,"0"
"1707",8091,"1"
"1708",8094,"1"
"1709",8095,"1"
"1710",8099,"0"
"1711",8101,"1"
"1712",8102,"1"
"1713",8116,"1"
"1714",8125,"1"
"1715",8134,"1"
"1716",8139,"0"
"1717",8141,"1"
"1718",8147,"0"
"1719",8158,"1"
"1720",8160,"0"
"1721",8165,"1"
"1722",8187,"1"
"1723",8205,"1"
"1724",8209,"1"
"1725",8211,"1"
"1726",8232,"0"
"1727",8236,"0"
"1728",8237,"1"
"1729",8238,"1"
"1730",8245,"1"
"1731",8256,"1"
"1732",8268,"0"
"1733",8269,"0"
"1734",8270,"0"
"1735",8286,"0"
"1736",8289,"0"
"1737",8301,"1"
"1738",8305,"1"
"1739",8310,"1"
"1740",8312,"0"
"1741",8318,"1"
"1742",8321,"1"
"1743",8328,"0"
"1744",8331,"0"
"1745",8334,"1"
"1746",8344,"0"
"1747",8345,"1"
"1748",8352,"1"
"1749",8358,"1"
"1750",8359,"1"
"1751",8360,"1"
"1752",8365,"1"
"1753",8366,"0"
"1754",8369,"1"
"1755",8373,"1"
"1756",8378,"0"
"1757",8392,"1"
"1758",8397,"1"
"1759",8399,"0"
"1760",8400,"1"
"1761",8405,"1"
"1762",8406,"0"
"1763",8410,"0"
"1764",8413,"1"
"1765",8414,"1"
"1766",8416,"1"
"1767",8426,"1"
"1768",8434,"1"
"1769",8439,"0"
"1770",8440,"0"
"1771",8475,"1"
"1772",8480,"1"
"1773",8497,"1"
"1774",8499,"1"
"1775",8500,"0"
"1776",8501,"0"
"1777",8502,"1"
"1778",8518,"1"
"1779",8520,"1"
"1780",8523,"1"
"1781",8525,"0"
"1782",8532,"0"
"1783",8535,"1"
"1784",8543,"1"
"1785",8554,"1"
"1786",8560,"0"
"1787",8561,"1"
"1788",8563,"1"
"1789",8566,"1"
"1790",8570,"1"
"1791",8572,"1"
"1792",8582,"0"
"1793",8583,"1"
"1794",8587,"1"
"1795",8592,"1"
"1796",8593,"1"
"1797",8607,"1"
"1798",8609,"0"
"1799",8610,"1"
"1800",8614,"1"
"1801",8616,"1"
"1802",8622,"1"
"1803",8623,"1"
"1804",8624,"0"
"1805",8633,"1"
"1806",8641,"0"
"1807",8644,"1"
"1808",8649,"0"
"1809",8653,"0"
"1810",8657,"0"
"1811",8658,"0"
"1812",8663,"0"
"1813",8672,"1"
"1814",8680,"1"
"1815",8684,"1"
"1816",8687,"0"
"1817",8688,"1"
"1818",8690,"1"
"1819",8712,"1"
"1820",8717,"1"
"1821",8730,"0"
"1822",8739,"1"
"1823",8744,"0"
"1824",8747,"1"
"1825",8748,"1"
"1826",8751,"1"
"1827",8758,"1"
"1828",8761,"0"
"1829",8763,"1"
"1830",8764,"1"
"1831",8765,"1"
"1832",8773,"1"
"1833",8780,"1"
"1834",8781,"1"
"1835",8782,"1"
"1836",8785,"0"
"1837",8786,"1"
"1838",8797,"1"
"1839",8799,"0"
"1840",8807,"1"
"1841",8816,"0"
"1842",8817,"1"
"1843",8826,"1"
"1844",8833,"0"
"1845",8834,"0"
"1846",8835,"0"
"1847",8840,"0"
"1848",8843,"0"
"1849",8849,"1"
"1850",8855,"1"
"1851",8861,"1"
"1852",8862,"0"
"1853",8865,"0"
"1854",8868,"0"
"1855",8870,"0"
"1856",8880,"1"
"1857",8885,"1"
"1858",8894,"1"
"1859",8895,"0"
"1860",8899,"1"
"1861",8912,"1"
"1862",8922,"0"
"1863",8924,"1"
"1864",8928,"0"
"1865",8932,"1"
"1866",8943,"1"
"1867",8945,"1"
"1868",8946,"1"
"1869",8954,"1"
"1870",8958,"1"
"1871",8960,"1"
"1872",8965,"1"
"1873",8966,"0"
"1874",8967,"1"
"1875",8969,"0"
"1876",8980,"0"
"1877",8984,"1"
"1878",8985,"1"
"1879",8988,"1"
"1880",8989,"1"
"1881",8995,"0"
"1882",9004,"0"
"1883",9010,"0"
"1884",9012,"1"
"1885",9018,"0"
"1886",9036,"1"
"1887",9037,"0"
"1888",9040,"1"
"1889",9041,"0"
"1890",9044,"1"
"1891",9045,"0"
"1892",9047,"1"
"1893",9049,"1"
"1894",9061,"1"
"1895",9062,"1"
"1896",9076,"1"
"1897",9079,"1"
"1898",9081,"1"
"1899",9082,"1"
"1900",9089,"1"
"1901",9092,"0"
"1902",9094,"0"
"1903",9115,"0"
"1904",9117,"1"
"1905",9118,"1"
"1906",9120,"1"
"1907",9124,"1"
"1908",9128,"1"
"1909",9135,"0"
"1910",9136,"1"
"1911",9138,"1"
"1912",9157,"1"
"1913",9176,"0"
"1914",9183,"0"
"1915",9187,"1"
"1916",9188,"1"
"1917",9190,"1"
"1918",9197,"1"
"1919",9200,"1"
"1920",9201,"1"
"1921",9203,"1"
"1922",9212,"0"
"1923",9213,"0"
"1924",9214,"1"
"1925",9217,"0"
"1926",9219,"0"
"1927",9220,"1"
"1928",9221,"0"
"1929",9237,"0"
"1930",9240,"1"
"1931",9241,"0"
"1932",9248,"1"
"1933",9253,"1"
"1934",9259,"1"
"1935",9267,"0"
"1936",9271,"1"
"1937",9273,"0"
"1938",9285,"0"
"1939",9290,"1"
"1940",9291,"1"
"1941",9293,"0"
"1942",9294,"0"
"1943",9301,"0"
"1944",9302,"0"
"1945",9312,"1"
"1946",9316,"1"
"1947",9319,"1"
"1948",9328,"0"
"1949",9331,"1"
"1950",9338,"0"
"1951",9350,"1"
"1952",9356,"0"
"1953",9359,"1"
"1954",9362,"1"
"1955",9364,"0"
"1956",9370,"1"
"1957",9380,"0"
"1958",9386,"1"
"1959",9394,"1"
"1960",9407,"0"
"1961",9411,"1"
"1962",9422,"1"
"1963",9423,"0"
"1964",9429,"0"
"1965",9433,"0"
"1966",9439,"0"
"1967",9451,"0"
"1968",9452,"1"
"1969",9453,"0"
"1970",9460,"0"
"1971",9465,"0"
"1972",9470,"1"
"1973",9476,"1"
"1974",9485,"1"
"1975",9486,"0"
"1976",9488,"1"
"1977",9507,"0"
"1978",9508,"1"
"1979",9517,"1"
"1980",9521,"0"
"1981",9528,"0"
"1982",9532,"1"
"1983",9536,"0"
"1984",9540,"1"
"1985",9542,"1"
"1986",9546,"0"
"1987",9548,"1"
"1988",9549,"0"
"1989",9554,"0"
"1990",9555,"1"
"1991",9558,"0"
"1992",9573,"1"
"1993",9575,"1"
"1994",9584,"1"
"1995",9586,"1"
"1996",9588,"1"
"1997",9591,"1"
"1998",9592,"1"
"1999",9597,"0"
"2000",9600,"1"
"2001",9603,"1"
"2002",9605,"0"
"2003",9614,"1"
"2004",9616,"1"
"2005",9622,"1"
"2006",9624,"1"
"2007",9629,"1"
"2008",9633,"0"
"2009",9640,"0"
"2010",9644,"1"
"2011",9645,"1"
"2012",9646,"1"
"2013",9648,"1"
"2014",9649,"0"
"2015",9660,"1"
"2016",9664,"1"
"2017",9675,"0"
"2018",9679,"1"
"2019",9680,"1"
"2020",9682,"1"
"2021",9697,"0"
"2022",9701,"1"
"2023",9704,"1"
"2024",9705,"1"
"2025",9707,"1"
"2026",9714,"0"
"2027",9718,"0"
"2028",9722,"1"
"2029",9739,"1"
"2030",9747,"1"
"2031",9751,"1"
"2032",9757,"1"
"2033",9759,"0"
"2034",9760,"1"
"2035",9764,"1"
"2036",9776,"1"
"2037",9778,"1"
"2038",9786,"1"
"2039",9803,"1"
"2040",9804,"0"
"2041",9815,"0"
"2042",9824,"0"
"2043",9825,"1"
"2044",9826,"1"
"2045",9827,"0"
"2046",9833,"0"
"2047",9835,"0"
"2048",9860,"0"
"2049",9865,"1"
"2050",9871,"0"
"2051",9874,"0"
"2052",9880,"1"
"2053",9882,"1"
"2054",9885,"1"
"2055",9888,"1"
"2056",9892,"0"
"2057",9893,"1"
"2058",9896,"1"
"2059",9902,"0"
"2060",9906,"1"
"2061",9910,"1"
"2062",9914,"1"
"2063",9918,"1"
"2064",9920,"1"
"2065",9926,"1"
"2066",9931,"1"
"2067",9935,"1"
"2068",9945,"1"
"2069",9953,"1"
"2070",9957,"0"
"2071",9963,"0"
"2072",9972,"0"
"2073",9976,"0"
"2074",9979,"0"
"2075",9980,"0"
"2076",9982,"0"
"2077",9991,"1"
"2078",10000,"1"
"2079",10003,"1"
"2080",10005,"1"
"2081",10014,"0"
"2082",10032,"1"
"2083",10034,"1"
"2084",10041,"0"
"2085",10042,"0"
"2086",10044,"1"
"2087",10045,"1"
"2088",10054,"1"
"2089",10061,"0"
"2090",10062,"1"
"2091",10073,"1"
"2092",10081,"1"
"2093",10084,"1"
"2094",10086,"0"
"2095",10093,"1"
"2096",10101,"1"
"2097",10105,"1"
"2098",10110,"1"
"2099",10113,"1"
"2100",10115,"1"
"2101",10119,"1"
"2102",10121,"1"
"2103",10124,"1"
"2104",10126,"1"
"2105",10127,"0"
"2106",10145,"1"
"2107",10147,"1"
"2108",10148,"0"
"2109",10162,"0"
"2110",10163,"1"
"2111",10166,"1"
"2112",10172,"0"
"2113",10173,"1"
"2114",10175,"1"
"2115",10180,"0"
"2116",10186,"0"
"2117",10192,"1"
"2118",10199,"1"
"2119",10209,"1"
"2120",10210,"0"
"2121",10214,"1"
"2122",10215,"1"
"2123",10216,"1"
"2124",10232,"1"
"2125",10239,"1"
"2126",10249,"0"
"2127",10253,"1"
"2128",10255,"0"
"2129",10262,"0"
"2130",10264,"0"
"2131",10266,"1"
"2132",10268,"0"
"2133",10271,"1"
"2134",10272,"1"
"2135",10276,"1"
"2136",10277,"0"
"2137",10279,"1"
"2138",10281,"1"
"2139",10285,"0"
"2140",10294,"1"
"2141",10300,"1"
